nm      KM          Reflect
1000	0.007481    0.8849331915291829
998	0.00776     0.8829392581339145
996	0.007175    0.8871688308877418
994	0.007362    0.8857963837921261
992	0.007294    0.8862931634904953
990	0.007234    0.8867336649133288
988	0.007141    0.8874205177047797
986	0.007588    0.8841636193290814
984	0.007471    0.8850054299772381
982	0.006778    0.8901506392136055
980	0.007528    0.8845943968477296
978	0.008199    0.8798821125650248
976	0.007782    0.8827837619164178
974	0.008187    0.8799644319045206
972	0.007095    0.8877621083690667
970	0.007422    0.8853601874458676
968	0.007197    0.8870063314395842
966	0.007538    0.884522466655629
964	0.007505    0.8847600407348626
962	0.007518    0.8846663808653716
960	0.007871    0.8821572273217454
958	0.007543    0.8844865217105571
956	0.007421    0.8853674410965426
954	0.007058    0.8880377690978543
952	0.006827    0.8897774039776306
950	0.007554    0.8844074900372729
948	0.007665    0.8836135903949495
946	0.008036    0.8810061716288657
944	0.007211    0.8869030679215204
942	0.007295    0.8862858390864553
940	0.007333    0.886007928852277
938	0.007574    0.8842639619820023
936	0.007947    0.8816253676126695
934	0.00788     0.8820940929992543
932	0.007676    0.8835352694721026
930	0.006943    0.8888997653399826
928	0.00719     0.8870580055106044
926	0.006872    0.8894359561974265
924	0.008376    0.8786757402624038
922	0.006887    0.8893224187308095
920	0.006594    0.8915658259033905
918	0.00616     0.894993702949141
916	0.007678    0.8835210361034869
914	0.008196    0.8799026860042969
912	0.007988    0.8813396358415938
910	0.00702     0.8883217253705846
908	0.007421    0.8853674410965426
906	0.007682    0.8834925756354437
904	0.006352    0.8934611327697412
902	0.007756    0.8829675568812553
900	0.00825     0.8795330139414375
898	0.008814    0.8757512832232857
896	0.008907    0.8751410303029205
894	0.007892    0.8820099772008724
892	0.009683    0.8701847545307466
890	0.007494    0.8848393627619409
888	0.008104    0.8805356856895892
886	0.008486    0.8779332819279505
884	0.009187    0.8733253020531538
882	0.010358    0.866055234385476
880	0.009377    0.872111096990549
878	0.006809    0.8899143359601037
876	0.005942    0.8967664195618826
874	0.006057    0.895826844194068
872	0.007084    0.8878439771217727
870	0.007701    0.8833575023774866
868	0.008254    0.8795056853857884
866	0.006184    0.8948006895087058
864	0.007148    0.8873686449174157
862	0.008318    0.879069444402655
860	0.008397    0.8785335732432726
858	0.01142     0.8598600567432148
856	0.007681    0.8834996899690617
