nm      KM          Reflect
1000	0.013351    0.8493990277611767
998	0.014353    0.84431768423001
996	0.01325     0.8499234482700381
994	0.013415    0.8490679214588833
992	0.013928    0.8464466900457253
990	0.013686    0.847676040672253
988	0.012923    0.8516375266026723
986	0.013063    0.8509006061813342
984	0.013828    0.8469531559281627
982	0.013081    0.8508061943122414
980	0.013857    0.8468060603169203
978	0.014678    0.8427145047924415
976	0.013577    0.848233917504844
974	0.013828    0.8469531559281627
972	0.013363    0.8493368747363701
970	0.01373     0.847451580173493
968	0.01208     0.8561764195407935
966	0.013772    0.8472377152896139
964	0.013338    0.849466397078688
962	0.013983    0.8461690426275572
960	0.013462    0.8488253532775888
958	0.013679    0.8477117892594443
956	0.013238    0.8499859107515002
954	0.011945    0.856920218029503
952	0.013374    0.849279929796351
950	0.013065    0.8508901122244874
948	0.013839    0.8468973397680502
946	0.013795    0.847120760763698
944	0.01369     0.8476556177172936
942	0.0137      0.8476045756199165
940	0.013751    0.8473445998796918
938	0.013091    0.8507537760462813
936	0.013289    0.8497206732340881
934	0.01336     0.8493524099317347
932	0.013856    0.8468111295729194
930	0.012495    0.8539197023493261
928	0.013495    0.8486553354013356
926	0.011928    0.8570142266162238
924	0.013139    0.8505024932710372
922	0.012514    0.8538174335721156
920	0.013102    0.8506961429504467
918	0.012356    0.8546706464125471
916	0.012877    0.8518806735543322
914	0.01408     0.845680931118963
912	0.013546    0.8483930584094851
910	0.01251     0.8538389563278797
908	0.013236    0.8499963243816013
906	0.015069    0.8408132260325356
904	0.015373    0.8393550204382516
902	0.015339    0.8395172581106651
900	0.014716    0.842528425953555
898	0.014489    0.8436442426294564
896	0.016217    0.8353939066490681
894	0.012983    0.8513211359472803
892	0.014904    0.8416119655148566
890	0.014125    0.8454551579267948
888	0.014659    0.8428076506279336
886	0.015173    0.8403124271741047
884	0.013206    0.8501526392986634
882	0.013711    0.8475484545181738
880	0.015171    0.84032203877632
878	0.014152    0.8453198967020792
876	0.011798    0.8577356983035761
874	0.012038    0.8564073043002123
872	0.010129    0.8674384374494232
870	0.014634    0.8429303193289085
868	0.014147    0.8453449336352786
866	0.01289     0.8518119068277745
864	0.015376    0.8393407155369126
862	0.017504    0.8295827664578587
860	0.013414    0.8490730878813192
858	0.012588    0.8534199826598321
856	0.010148    0.8673229955224926
854	0.010545    0.8649386916716858
852	0.012301    0.854969138633652
850	0.012901    0.8517537511838935
848	0.012095    0.8560940736405714
846	0.014969    0.8412966908629358
844	0.010343    0.8661452966583729
842	0.014617    0.8430138045489821
840	0.015639    0.838093010687372
838	0.016764    0.8328916755571953
836	0.013423    0.849026598187187
834	0.014783    0.8422010279142691
832	0.020441    0.8172173929042694
830	0.014305    0.8445562650268047
828	0.011878    0.8572911736401836
826	0.016386    0.8346155376140557
824	0.016011    0.8363492285487535
822	0.014625    0.8429745102686853
820	0.013401    0.8491402718846044
818	0.01439     0.8441340981933376
816	0.016165    0.8356343731662134
814	0.013941    0.8463810063231081
812	0.010631    0.8644290227185687
810	0.01344     0.8489388340466855
808	0.01327     0.8498194175599245
806	0.012698    0.852831683335106
804	0.013662    0.8477986518968097
802	0.013848    0.8468516913461855
800	0.014936    0.8414566522493235
798	0.015408    0.8391882324822774
796	0.013138    0.8505077228557973
794	0.013111    0.8506490096114783
792	0.01448     0.8436886934296708
790	0.015762    0.8375137443451407
788	0.015343    0.8394981603003367
786	0.013844    0.8468719773854314
784	0.015602    0.8382677889633254
782	0.015575    0.8383954847478136
780	0.015576    0.8383907529391909
778	0.016213    0.835412387808005
776	0.014727    0.8424746138655841
774	0.015472    0.8388838271684091
772	0.01633     0.834872928217168
770	0.015292    0.8397418781999848
768	0.015223    0.8400723798783462
766	0.014068    0.8457412088347194
764	0.013656    0.8478293244137127
762	0.013891    0.8466338330952597
760	0.014196    0.8450997953826279
758	0.014773    0.8422498377028759
756	0.014277    0.8446956545371217
754	0.014806    0.8420888391965632
752	0.01525     0.839942947945612
750	0.014677    0.842719405433781
748	0.015445    0.83901215718155
746	0.015384    0.8393025771979337
744	0.014026    0.8459524188636411
742	0.014452    0.8438270888527708
740	0.014775    0.8422400741878618
738	0.014538    0.8434025172852808
736	0.014415    0.8440102106746996
734	0.014142    0.8453699757661235
732	0.014282    0.8446707517763052
730	0.014911    0.8415779739461061
728	0.014504    0.843570194051615
726	0.013855    0.8468161990434557
724	0.013836    0.8469125597766454
722	0.014306    0.844551289797308
720	0.013617    0.848028888443041
718	0.013724    0.8474821635808837
716	0.013995    0.8461085502043122
714	0.014074    0.8457110662051773
712	0.014004    0.8460632008593512
710	0.014192    0.8451197880194383
708	0.014563    0.8432793727351612
706	0.014639    0.8429057757217605
704	0.014979    0.8412482587910814
702	0.014358    0.8442928590568892
700	0.014282    0.8446707517763052
698	0.014013    0.8460178686151887
696	0.014203    0.8450648162300421
694	0.014068    0.8457412088347194
692	0.014119    0.8454852365924311
690	0.014342    0.8443723175151518
688	0.014297    0.8445960742246822
686	0.015272    0.8398375849498165
684	0.016297    0.8350248504320092
682	0.016571    0.8337689265954574
680	0.015483    0.8388315825446063
678	0.015122    0.8405577571436806
676	0.016075    0.8360516525558421
674	0.015828    0.8372040218111805
672	0.015285    0.8397753671447064
670	0.015506    0.8387224146873358
668	0.015546    0.8385327854763378
666	0.015693    0.8378383676481831
664	0.016083    0.836014505007122
662	0.015993    0.83643304887225
660	0.015773    0.8374620706406359
658	0.016439    0.8343724167920973
656	0.015681    0.837894910102618
654	0.016056    0.8361399219635993
652	0.016296    0.8350294569866792
650	0.016055    0.836144569438012
648	0.015171    0.84032203877632
646	0.015714    0.8377394799247939
644	0.016212    0.8354170085207007
642	0.015477    0.8388600768895573
640	0.0158      0.8373353256243687
638	0.015943    0.8366661770445489
636	0.015654    0.8380222243628686
634	0.015561    0.8384617489541534
632	0.01545     0.8389883823603562
630	0.015185    0.840254773266596
628	0.015032    0.8409918867387177
626	0.01543     0.8390835089660126
624	0.015593    0.8383103396832052
622	0.015836    0.8371665317184832
620	0.015724    0.8376924180376973
618	0.01587     0.8370073239046218
616	0.015558    0.8384759530161232
614	0.01556     0.838466483461421
612	0.016242    0.8352784606778476
610	0.015494    0.8387793598707796
608	0.015798    0.8373447097417366
606	0.016277    0.8351170134439169
604	0.015733    0.8376500774919732
602	0.01672     0.8330911395232219
600	0.016634    0.8334819048550082
598	0.016204    0.8354539803153536
596	0.01591     0.8368202791894517
594	0.015678    0.837909049719024
592	0.016354    0.8347625538468288
590	0.016537    0.8339240969263121
588	0.015796    0.837354094562965
586	0.015499    0.8387556295415868
584	0.016748    0.8329641718104668
582	0.016748    0.8329641718104668
580	0.016224    0.8353615711320892
578	0.016661    0.8333590935150971
576	0.016027    0.8362747685006386
574	0.016071    0.836070230443312
572	0.016258    0.8352046306195873
570	0.016365    0.8347119977539595
568	0.016803    0.8327151383442138
566	0.016591    0.8336777383676077
564	0.017992    0.8274461733230558
562	0.017579    0.8292521000600286
560	0.016627    0.833513764189478
558	0.016594    0.8336640657738051
556	0.016642    0.833445503952723
554	0.01774     0.8285451068342482
552	0.017491    0.8296401680055693
550	0.016881    0.8323627944998384
548	0.016609    0.8335957248503539
546	0.016624    0.8335274206327163
544	0.016551    0.8338601803045376
542	0.016625    0.8335228683220758
540	0.017197    0.8309451897832941
538	0.016929    0.832146449305948
536	0.017122    0.8312802315947244
534	0.017342    0.8302999059035107
532	0.017379    0.8301357634305582
530	0.017544    0.829406305913993
528	0.01767     0.8288520217775859
526	0.018005    0.8273897329697852
524	0.017844    0.8280904536932184
522	0.017754    0.8284838108100484
520	0.017896    0.8278637216470845
518	0.018032    0.8272725886358419
516	0.017985    0.8274765743989263
514	0.01747     0.8297329474504297
512	0.017533    0.8294548085768579
510	0.017338    0.8303176635550021
508	0.017519    0.8295165655450172
506	0.0174      0.8300426942977664
504	0.017104    0.8313607718165746
502	0.017181    0.8310165921208359
500	0.017292    0.830522052567336
498	0.018046    0.827211888489505
496	0.0181      0.8269780232417003
494	0.017262    0.8306555246461145
492	0.017745    0.8285232120764103
490	0.018901    0.82355707815701
488	0.018563    0.8249897968726038
486	0.018164    0.8267013903447459
484	0.018166    0.8266927549864996
482	0.019195    0.822323346314153
480	0.019642    0.8204691901990637
478	0.019273    0.821997941949064
476	0.019656    0.8204115312285939
474	0.019938    0.8192553553991279
472	0.019503    0.8210430115665629
470	0.019934    0.8192716857603803
468	0.019941    0.8192431089273731
466	0.019566    0.8207826295788305
464	0.020604    0.8165635020198194
462	0.021029    0.8148731879524131
460	0.02091     0.8153443703339491
458	0.021541    0.8128641812562784
456	0.021198    0.8142068040422975
454	0.022352    0.8097405894313294
452	0.022107    0.8106768237029536
450	0.023285    0.8062315705753533
448	0.023239    0.8064025383036328
446	0.023646    0.8048969809941995
444	0.024434    0.8020266701837369
442	0.02392     0.8038923508283563
440	0.025394    0.7986058714835369
438	0.026736    0.7939553871990191
436	0.026839    0.7936045001484554
434	0.026785    0.7937883557645088
432	0.027878    0.7901109230444213
430	0.029464    0.7849315332476279
428	0.030364    0.782069875027217
426	0.031687    0.7779586689665892
424	0.031758    0.7777411293712957
422	0.033042    0.7738591036430067
420	0.034905    0.7683935386610927
418	0.034001    0.7710217840893124
416	0.035344    0.7671328922210716
414	0.035656    0.7662430264148368
412	0.038034    0.7596195873773777
410	0.039675    0.7552033746575066
408	0.042317    0.7483361698613669
406	0.045372    0.7407367781624721
404	0.047761    0.7350261072857396
402	0.049785    0.7303346185242534
400	0.055121    0.7185495742357204
398	0.060812    0.7068033852121671
396	0.066962    0.6949298650385161
394	0.072242    0.6853274014591851
392	0.078186    0.6750916554651254
390	0.089395    0.6572127860843876
388	0.097736    0.6449398806526716
386	0.107695    0.6312621998854401
384	0.119703    0.6159820373540129
382	0.127646    0.6065073415644547
