nm      KM          Reflect
1000	0.0112      0.8611152239565915
998	0.011073    0.8618462888220066
996	0.010666    0.8642222785367699
994	0.01043     0.8656239749181686
992	0.010701    0.8640159244094681
990	0.011539    0.8591869454651168
988	0.010595    0.8646420828486121
986	0.009669    0.8702721221260679
984	0.010871    0.8630191192510552
982	0.010261    0.8666389678426736
980	0.010718    0.863915835424678
978	0.011448    0.8597013140263028
976	0.010675    0.8641691788699164
974	0.011058    0.8619329539346253
972	0.010393    0.8658453799953796
970	0.010685    0.864110209449237
968	0.010366    0.8660072318007661
966	0.010564    0.8648258852324483
964	0.010589    0.8646776333385915
962	0.011941    0.8569423307121642
960	0.010405    0.8657735233948015
958	0.011075    0.8618347385924296
956	0.010951    0.8625531415215171
954	0.00991     0.8687781180597375
952	0.01019     0.8670682472857464
950	0.009753    0.8697489964536738
948	0.009892    0.8688889799472366
946	0.011516    0.8593167284642922
944	0.012007    0.8565780192756829
942	0.011216    0.86102346138373
940	0.01123     0.8609432311212986
938	0.010016    0.8681275922423541
936	0.011128    0.861529094977269
934	0.010685    0.864110209449237
932	0.01146     0.8596333501653941
930	0.010636    0.8643994638812853
928	0.010901    0.8628441467273467
926	0.010052    0.8679075569007358
924	0.011054    0.861956076084206
922	0.009592    0.8707539415866095
920	0.010837    0.8632177581343135
918	0.010313    0.8663256464962983
916	0.009909    0.8687842740268383
914	0.011461    0.8596276883684615
912	0.01213     0.8559021634919056
910	0.010058    0.8678709282810851
908	0.01111     0.8616328040803547
906	0.009824    0.8693088372025277
904	0.010485    0.8652956917676093
902	0.011401    0.8599679032179559
900	0.011222    0.860989069908092
898	0.011874    0.8573133585805237
896	0.011794    0.8577579703316135
894	0.00989     0.8689013050631369
892	0.013032    0.8510633825952695
890	0.01208     0.8561764195407935
888	0.011109    0.8616385685394601
886	0.009727    0.8699106399808663
884	0.012348    0.8547140153900817
882	0.012652    0.8530773368983657
880	0.0113      0.8605429437803982
878	0.01338     0.8492488804644291
876	0.010026    0.8680664259093447
874	0.00961     0.8706411110355996
872	0.009581    0.8708229531666717
870	0.012909    0.8517114743335055
868	0.012946    0.8515161424271217
866	0.009568    0.8709045707044574
864	0.011421    0.8598543834876564
862	0.00799     0.8813257189259741
860	0.007406    0.8854763119170725
858	0.006703    0.8907248546061379
856	0.007315    0.8861394693636543
854	0.009583    0.8708104022402127
852	0.007488    0.884882656951665
850	0.011596    0.8588659531329874
848	0.012658    0.8530452656584064
846	0.019415    0.821407570278285
844	0.006812    0.8898914998984351
842	0.011576    0.8589784778182814
840	0.011078    0.8618174155042934
838	0.012052    0.8563302908390742
836	0.012861    0.8519653651275769
834	0.010676    0.8641632804975631
832	0.01357     0.8482698339383772
830	0.010551    0.8649030559671372
828	0.009078    0.8740283421551914
826	0.013429    0.8489956151871836
824	0.014954    0.8413693747706907
822	0.012823    0.8521667541550282
820	0.013057    0.8509320936808281
818	0.014418    0.8439953526669646
816	0.01262     0.8532485332940678
814	0.011671    0.8584449831458116
812	0.011666    0.8584729989979966
810	0.01275     0.8525546114895939
808	0.01066     0.8642576926411342
806	0.010598    0.8646243119462953
804	0.010983    0.8623672999915559
802	0.011529    0.8592433544486227
800	0.013089    0.8507642578286359
798	0.013448    0.8488975557465739
796	0.010991    0.8623208884072527
794	0.011031    0.862089122205338
792	0.012464    0.8540867563821114
790	0.01275     0.8525546114895939
788	0.013634    0.8479418578930193
786	0.013127    0.8505652636380876
784	0.014878    0.8417383024029443
782	0.012346    0.8547248601868394
780	0.011636    0.8586412402988913
778	0.011854    0.857424348326495
776	0.012189    0.8555793843277817
774	0.013141    0.8504920347988645
772	0.012352    0.8546923288599144
770	0.011564    0.8590460466436827
768	0.012244    0.8552793048102856
766	0.011825    0.8575854764497765
764	0.012058    0.856297300964589
762	0.012785    0.8523684914199914
760	0.010913    0.8627742354277247
758	0.010768    0.8636219846818808
756	0.011688    0.8583497812024676
754	0.01197     0.856782110975115
752	0.012311    0.8549148096998532
750	0.011903    0.8571526158033846
748	0.0135      0.8486295963491323
746	0.013095    0.8507328152863168
744	0.012165    0.8557105746071718
742	0.012852    0.8520130311398378
740	0.012793    0.8523259914001006
738	0.012552    0.8536131667842
736	0.012507    0.8538551010230255
734	0.012546    0.853645395482585
732	0.012331    0.854806228738461
730	0.013031    0.8510686372085164
728	0.012598    0.8533663774999442
726	0.012064    0.8562643206165041
724	0.011548    0.8591362015590662
722	0.011986    0.8566938102543464
720	0.012292    0.8550180566272975
718	0.011706    0.8582490665105027
716	0.012186    0.8555957749027733
714	0.012328    0.8548225093528491
712	0.011619    0.8587366885280706
710	0.01175     0.8580032520669139
708	0.0123      0.854974572938765
706	0.012052    0.8563302908390742
704	0.012237    0.8553174531965504
702	0.011346    0.8602806773213652
700	0.01139     0.8600303881479606
698	0.011596    0.8588659531329874
696	0.011749    0.8580088328314946
694	0.011367    0.8601611512738355
692	0.011398    0.8599849411048045
690	0.011998    0.8566276295814418
688	0.011916    0.8570806324123582
686	0.011967    0.856798674981651
684	0.012184    0.85560670325491
682	0.012525    0.8537582666299394
680	0.01303     0.8510738920571371
678	0.013088    0.8507694990705
676	0.013408    0.8491040911481407
674	0.012868    0.8519283050083664
672	0.012525    0.8537582666299394
670	0.012898    0.851769608944916
668	0.012757    0.8525173636767738
666	0.012535    0.8537045047385424
664	0.013036    0.8510423664954696
662	0.01243     0.854270255121602
660	0.012033    0.856434821704109
658	0.0126      0.8533556594412227
656	0.012586    0.8534307066667278
654	0.012452    0.8541514873539577
652	0.012855    0.8519971403070394
650	0.012126    0.8559240797941329
