nm, K-M
1000.000000, 0.031913
998.000000, 0.031168
996.000000, 0.030506
994.000000, 0.032246
992.000000, 0.031529
990.000000, 0.032364
988.000000, 0.031151
986.000000, 0.030959
984.000000, 0.031562
982.000000, 0.030877
980.000000, 0.031687
978.000000, 0.031897
976.000000, 0.031500
974.000000, 0.031462
972.000000, 0.031876
970.000000, 0.031718
968.000000, 0.031120
966.000000, 0.032766
964.000000, 0.032836
962.000000, 0.032200
960.000000, 0.030755
958.000000, 0.030316
956.000000, 0.031485
954.000000, 0.030319
952.000000, 0.030680
950.000000, 0.030197
948.000000, 0.030748
946.000000, 0.031067
944.000000, 0.031265
942.000000, 0.030961
940.000000, 0.032228
938.000000, 0.030379
936.000000, 0.032511
934.000000, 0.031397
932.000000, 0.032243
930.000000, 0.030597
928.000000, 0.030533
926.000000, 0.029957
924.000000, 0.031841
922.000000, 0.031021
920.000000, 0.032174
918.000000, 0.030224
916.000000, 0.032239
914.000000, 0.032804
912.000000, 0.034033
910.000000, 0.030370
908.000000, 0.031717
906.000000, 0.028913
904.000000, 0.028509
902.000000, 0.031383
900.000000, 0.034482
898.000000, 0.034020
896.000000, 0.032342
894.000000, 0.027526
892.000000, 0.036266
890.000000, 0.033539
888.000000, 0.031559
886.000000, 0.034411
884.000000, 0.036366
882.000000, 0.033121
880.000000, 0.030356
878.000000, 0.032168
876.000000, 0.030753
874.000000, 0.029383
872.000000, 0.026155
870.000000, 0.032426
868.000000, 0.035019
866.000000, 0.030002
864.000000, 0.026916
862.000000, 0.035978
860.000000, 0.039070
858.000000, 0.037764
856.000000, 0.033075
854.000000, 0.029650
852.000000, 0.023573
850.000000, 0.029503
848.000000, 0.024223
846.000000, 0.029734
844.000000, 0.031799
842.000000, 0.035362
840.000000, 0.022295
838.000000, 0.033152
836.000000, 0.040858
834.000000, 0.031052
832.000000, 0.042656
830.000000, 0.031571
828.000000, 0.028899
826.000000, 0.037889
824.000000, 0.036808
822.000000, 0.036154
820.000000, 0.035401
818.000000, 0.031401
816.000000, 0.032349
814.000000, 0.031604
812.000000, 0.030017
810.000000, 0.032385
808.000000, 0.032581
806.000000, 0.030568
804.000000, 0.030819
802.000000, 0.031409
800.000000, 0.034317
798.000000, 0.036354
796.000000, 0.034394
794.000000, 0.033421
792.000000, 0.034252
790.000000, 0.035380
788.000000, 0.034991
786.000000, 0.032265
784.000000, 0.034024
782.000000, 0.033318
780.000000, 0.035311
778.000000, 0.037669
776.000000, 0.034595
774.000000, 0.034516
772.000000, 0.035393
770.000000, 0.034664
768.000000, 0.033259
766.000000, 0.032630
764.000000, 0.033002
762.000000, 0.033605
760.000000, 0.029988
758.000000, 0.030598
756.000000, 0.032903
754.000000, 0.033890
752.000000, 0.034284
750.000000, 0.032301
748.000000, 0.032653
746.000000, 0.033832
744.000000, 0.031926
742.000000, 0.033247
740.000000, 0.035904
738.000000, 0.033405
736.000000, 0.032303
734.000000, 0.033363
732.000000, 0.033407
730.000000, 0.034436
728.000000, 0.032295
726.000000, 0.030844
724.000000, 0.033061
722.000000, 0.032628
720.000000, 0.030613
718.000000, 0.032008
716.000000, 0.034920
714.000000, 0.033869
712.000000, 0.030658
710.000000, 0.031581
708.000000, 0.033388
706.000000, 0.033467
704.000000, 0.033553
702.000000, 0.032090
700.000000, 0.032834
698.000000, 0.033773
696.000000, 0.033421
694.000000, 0.033034
692.000000, 0.032893
690.000000, 0.033134
688.000000, 0.033537
686.000000, 0.034250
684.000000, 0.034644
682.000000, 0.034278
680.000000, 0.033548
678.000000, 0.035143
676.000000, 0.035777
674.000000, 0.035813
672.000000, 0.036032
670.000000, 0.035532
668.000000, 0.035334
666.000000, 0.035057
664.000000, 0.034904
662.000000, 0.035738
660.000000, 0.034862
658.000000, 0.035287
656.000000, 0.035887
654.000000, 0.036230
652.000000, 0.036223
650.000000, 0.036562
648.000000, 0.034739
646.000000, 0.035352
644.000000, 0.035858
642.000000, 0.035525
640.000000, 0.035847
638.000000, 0.035209
636.000000, 0.034984
634.000000, 0.033837
632.000000, 0.034224
630.000000, 0.033996
628.000000, 0.033438
626.000000, 0.035565
624.000000, 0.034130
622.000000, 0.034957
620.000000, 0.035426
618.000000, 0.034693
616.000000, 0.034603
614.000000, 0.034746
612.000000, 0.035995
610.000000, 0.035780
608.000000, 0.035752
606.000000, 0.035395
604.000000, 0.035086
602.000000, 0.036209
600.000000, 0.035965
598.000000, 0.036465
596.000000, 0.036655
594.000000, 0.034945
592.000000, 0.035956
590.000000, 0.036447
588.000000, 0.034924
586.000000, 0.035833
584.000000, 0.036845
582.000000, 0.037290
580.000000, 0.036428
578.000000, 0.035852
576.000000, 0.035868
574.000000, 0.036716
572.000000, 0.036618
570.000000, 0.035971
568.000000, 0.036587
566.000000, 0.037477
564.000000, 0.037751
562.000000, 0.038500
560.000000, 0.037671
558.000000, 0.036751
556.000000, 0.036915
554.000000, 0.037548
552.000000, 0.038064
550.000000, 0.037251
548.000000, 0.037060
546.000000, 0.036806
544.000000, 0.036790
542.000000, 0.037404
540.000000, 0.037425
538.000000, 0.037345
536.000000, 0.037418
534.000000, 0.037890
532.000000, 0.038038
530.000000, 0.038627
528.000000, 0.038617
526.000000, 0.038224
524.000000, 0.038151
522.000000, 0.038722
520.000000, 0.038261
518.000000, 0.038127
516.000000, 0.037988
514.000000, 0.036741
512.000000, 0.036785
510.000000, 0.036942
508.000000, 0.036579
506.000000, 0.036200
504.000000, 0.035972
502.000000, 0.036338
500.000000, 0.035925
498.000000, 0.037496
496.000000, 0.037019
494.000000, 0.036555
492.000000, 0.036451
490.000000, 0.037688
488.000000, 0.037102
486.000000, 0.037045
484.000000, 0.037441
482.000000, 0.038310
480.000000, 0.038830
478.000000, 0.038351
476.000000, 0.038381
474.000000, 0.038824
472.000000, 0.038729
470.000000, 0.038571
468.000000, 0.039595
466.000000, 0.038763
464.000000, 0.040216
462.000000, 0.040665
460.000000, 0.040287
458.000000, 0.042019
456.000000, 0.040735
454.000000, 0.041549
452.000000, 0.042199
450.000000, 0.041665
448.000000, 0.042846
446.000000, 0.043675
444.000000, 0.042949
442.000000, 0.043245
440.000000, 0.044686
438.000000, 0.047169
436.000000, 0.046161
434.000000, 0.048319
432.000000, 0.047909
430.000000, 0.048319
428.000000, 0.050429
426.000000, 0.051843
424.000000, 0.052909
422.000000, 0.054505
420.000000, 0.053049
418.000000, 0.052559
416.000000, 0.053211
414.000000, 0.052498
412.000000, 0.054531
410.000000, 0.056880
408.000000, 0.057702
406.000000, 0.061212
404.000000, 0.062809
402.000000, 0.065383
400.000000, 0.069758
398.000000, 0.073949
396.000000, 0.080294
394.000000, 0.084959
392.000000, 0.091521
390.000000, 0.100496
388.000000, 0.109140
386.000000, 0.121989
384.000000, 0.130130
382.000000, 0.140443
380.000000, 0.155571
378.000000, 0.172342
376.000000, 0.196109
374.000000, 0.216728
372.000000, 0.236826
370.000000, 0.265095
368.000000, 0.281120
366.000000, 0.312248
364.000000, 0.358173
362.000000, 0.392739
360.000000, 0.429471
358.000000, 0.467724
356.000000, 0.516824
354.000000, 0.566047
352.000000, 0.596933
350.000000, 0.656314
348.000000, 0.741480
346.000000, 0.767847
344.000000, 0.855910
342.000000, 0.904314
340.000000, 0.974808
338.000000, 1.051589
336.000000, 1.148873
334.000000, 1.167407
332.000000, 1.266345
330.000000, 1.338374
328.000000, 1.452186
326.000000, 1.578352
324.000000, 1.526023
322.000000, 1.594273
320.000000, 1.533896
318.000000, 1.104443
316.000000, 1.111249
314.000000, 1.112077
312.000000, 1.183137
310.000000, 1.192499
308.000000, 1.194951
306.000000, 1.230482
304.000000, 1.202951
302.000000, 1.240339
300.000000, 1.283043
298.000000, 1.336803
296.000000, 1.253083
294.000000, 1.259006
292.000000, 1.247239
290.000000, 1.276693
288.000000, 1.322190
286.000000, 1.273636
284.000000, 1.284954
282.000000, 1.283547
280.000000, 1.258093
278.000000, 1.242472
276.000000, 1.238209
274.000000, 1.218112
272.000000, 1.217336
270.000000, 1.239143
268.000000, 1.215907
266.000000, 1.187122
264.000000, 1.189328
262.000000, 1.194745
260.000000, 1.152774
258.000000, 1.138551
256.000000, 1.119595
254.000000, 1.086547
252.000000, 1.054945
250.000000, 1.031322
