nm, K-M
536.000000, 0.031192
534.000000, 0.031765
532.000000, 0.031322
530.000000, 0.031632
528.000000, 0.031796
526.000000, 0.031787
524.000000, 0.031420
522.000000, 0.031766
520.000000, 0.031647
518.000000, 0.031790
516.000000, 0.032418
514.000000, 0.031400
512.000000, 0.031665
510.000000, 0.031255
508.000000, 0.031785
506.000000, 0.032192
504.000000, 0.031961
502.000000, 0.031789
500.000000, 0.032264
498.000000, 0.032068
496.000000, 0.033191
494.000000, 0.032815
492.000000, 0.032542
490.000000, 0.033237
488.000000, 0.033343
486.000000, 0.033348
484.000000, 0.033117
482.000000, 0.035242
480.000000, 0.034461
478.000000, 0.033448
476.000000, 0.034004
474.000000, 0.033793
472.000000, 0.033361
470.000000, 0.034127
468.000000, 0.033245
466.000000, 0.033036
464.000000, 0.033301
462.000000, 0.034239
460.000000, 0.033647
458.000000, 0.034278
456.000000, 0.034193
454.000000, 0.034018
452.000000, 0.032380
450.000000, 0.034183
448.000000, 0.034492
446.000000, 0.033163
444.000000, 0.033068
442.000000, 0.033450
440.000000, 0.033862
438.000000, 0.033370
436.000000, 0.033270
434.000000, 0.034056
432.000000, 0.032889
430.000000, 0.034176
428.000000, 0.033880
426.000000, 0.033070
424.000000, 0.032229
422.000000, 0.033357
420.000000, 0.034433
418.000000, 0.034051
416.000000, 0.033553
414.000000, 0.034758
412.000000, 0.036228
410.000000, 0.036311
408.000000, 0.038889
406.000000, 0.039939
404.000000, 0.040669
402.000000, 0.041739
400.000000, 0.044129
398.000000, 0.045919
396.000000, 0.049281
394.000000, 0.051934
392.000000, 0.054063
390.000000, 0.056303
388.000000, 0.063376
386.000000, 0.068035
384.000000, 0.073363
382.000000, 0.077681
380.000000, 0.084363
378.000000, 0.088411
376.000000, 0.108022
374.000000, 0.107918
372.000000, 0.110939
370.000000, 0.130576
368.000000, 0.137821
366.000000, 0.155823
364.000000, 0.176475
362.000000, 0.193007
360.000000, 0.217482
358.000000, 0.234007
356.000000, 0.267440
354.000000, 0.292236
352.000000, 0.310182
350.000000, 0.341577
348.000000, 0.386719
346.000000, 0.420625
344.000000, 0.479041
342.000000, 0.515980
340.000000, 0.566948
338.000000, 0.614560
336.000000, 0.681603
334.000000, 0.743445
332.000000, 0.826315
330.000000, 0.900048
328.000000, 1.005682
326.000000, 1.099669
324.000000, 1.113397
322.000000, 1.175754
320.000000, 1.083396
318.000000, 0.833149
316.000000, 0.875968
314.000000, 0.899157
312.000000, 0.958560
310.000000, 0.936981
308.000000, 0.988462
306.000000, 1.009555
304.000000, 1.009313
302.000000, 1.009585
300.000000, 1.068482
298.000000, 1.109090
296.000000, 1.099840
294.000000, 1.068795
292.000000, 1.112832
290.000000, 1.129906
288.000000, 1.109592
286.000000, 1.097629
284.000000, 1.104422
282.000000, 1.122868
280.000000, 1.097700
278.000000, 1.083019
276.000000, 1.085146
274.000000, 1.085386
272.000000, 1.092627
270.000000, 1.077775
268.000000, 1.073671
266.000000, 1.057225
264.000000, 1.055499
262.000000, 1.033725
260.000000, 1.014012
258.000000, 1.020036
256.000000, 0.998621
254.000000, 0.979831
252.000000, 0.962290
250.000000, 0.922643
