nm, K-M
1000.000000, 0.017380
998.000000, 0.017493
996.000000, 0.017225
994.000000, 0.016807
992.000000, 0.017603
990.000000, 0.018194
988.000000, 0.017098
986.000000, 0.016452
984.000000, 0.017436
982.000000, 0.016888
980.000000, 0.017628
978.000000, 0.019009
976.000000, 0.018158
974.000000, 0.018759
972.000000, 0.017452
970.000000, 0.018060
968.000000, 0.017320
966.000000, 0.019114
964.000000, 0.017175
962.000000, 0.018286
960.000000, 0.017266
958.000000, 0.017391
956.000000, 0.017949
954.000000, 0.016717
952.000000, 0.017512
950.000000, 0.016104
948.000000, 0.017754
946.000000, 0.017535
944.000000, 0.017465
942.000000, 0.016684
940.000000, 0.017818
938.000000, 0.016251
936.000000, 0.018316
934.000000, 0.017794
932.000000, 0.018246
930.000000, 0.016020
928.000000, 0.017196
926.000000, 0.015941
924.000000, 0.016513
922.000000, 0.016125
920.000000, 0.016734
918.000000, 0.015261
916.000000, 0.017092
914.000000, 0.019788
912.000000, 0.018708
910.000000, 0.017182
908.000000, 0.018005
906.000000, 0.016713
904.000000, 0.017489
902.000000, 0.016542
900.000000, 0.016347
898.000000, 0.018070
896.000000, 0.018004
894.000000, 0.014780
892.000000, 0.018723
890.000000, 0.019633
888.000000, 0.016495
886.000000, 0.015847
884.000000, 0.017921
882.000000, 0.019206
880.000000, 0.018184
878.000000, 0.020683
876.000000, 0.015098
874.000000, 0.012943
872.000000, 0.013110
870.000000, 0.016043
868.000000, 0.020709
866.000000, 0.014852
864.000000, 0.016304
862.000000, 0.020669
860.000000, 0.020419
858.000000, 0.022677
856.000000, 0.015751
854.000000, 0.014207
852.000000, 0.012409
850.000000, 0.013740
848.000000, 0.011646
846.000000, 0.017709
844.000000, 0.019076
842.000000, 0.030509
840.000000, 0.021859
838.000000, 0.022363
836.000000, 0.024131
834.000000, 0.016885
832.000000, 0.022620
830.000000, 0.021445
828.000000, 0.018971
826.000000, 0.021696
824.000000, 0.025192
822.000000, 0.021813
820.000000, 0.021004
818.000000, 0.022430
816.000000, 0.022973
814.000000, 0.022108
812.000000, 0.019048
810.000000, 0.021039
808.000000, 0.020798
806.000000, 0.019423
804.000000, 0.017813
802.000000, 0.017288
800.000000, 0.019429
798.000000, 0.020297
796.000000, 0.018391
794.000000, 0.019396
792.000000, 0.018734
790.000000, 0.019478
788.000000, 0.018535
786.000000, 0.019726
784.000000, 0.022835
782.000000, 0.020815
780.000000, 0.021795
778.000000, 0.022938
776.000000, 0.021314
774.000000, 0.021276
772.000000, 0.021407
770.000000, 0.021439
768.000000, 0.021621
766.000000, 0.021620
764.000000, 0.020239
762.000000, 0.019898
760.000000, 0.020374
758.000000, 0.020340
756.000000, 0.021194
754.000000, 0.020938
752.000000, 0.020978
750.000000, 0.021295
748.000000, 0.021975
746.000000, 0.021862
744.000000, 0.020072
742.000000, 0.020224
740.000000, 0.021408
738.000000, 0.020257
736.000000, 0.021245
734.000000, 0.022841
732.000000, 0.021550
730.000000, 0.021984
728.000000, 0.020988
726.000000, 0.020676
724.000000, 0.020825
722.000000, 0.019837
720.000000, 0.019861
718.000000, 0.020786
716.000000, 0.022156
714.000000, 0.021132
712.000000, 0.019825
710.000000, 0.020662
708.000000, 0.021473
706.000000, 0.021285
704.000000, 0.021927
702.000000, 0.021031
700.000000, 0.021122
698.000000, 0.021125
696.000000, 0.021738
694.000000, 0.021471
692.000000, 0.021826
690.000000, 0.022972
688.000000, 0.021680
686.000000, 0.022703
684.000000, 0.023563
682.000000, 0.023478
680.000000, 0.022486
678.000000, 0.023496
676.000000, 0.024368
674.000000, 0.023698
672.000000, 0.023051
670.000000, 0.022708
668.000000, 0.022732
666.000000, 0.023428
664.000000, 0.024185
662.000000, 0.024380
660.000000, 0.023594
658.000000, 0.023497
656.000000, 0.023256
654.000000, 0.023747
652.000000, 0.023982
650.000000, 0.023675
648.000000, 0.023803
646.000000, 0.023859
644.000000, 0.024150
642.000000, 0.024176
640.000000, 0.024814
638.000000, 0.025377
636.000000, 0.025513
634.000000, 0.024285
632.000000, 0.024261
630.000000, 0.024258
628.000000, 0.023566
626.000000, 0.024925
624.000000, 0.024981
622.000000, 0.026190
620.000000, 0.026667
618.000000, 0.025728
616.000000, 0.025414
614.000000, 0.025629
612.000000, 0.026376
610.000000, 0.025510
608.000000, 0.026388
606.000000, 0.026706
604.000000, 0.026638
602.000000, 0.027006
600.000000, 0.026314
598.000000, 0.027023
596.000000, 0.026330
594.000000, 0.026807
592.000000, 0.027726
590.000000, 0.028053
588.000000, 0.026540
586.000000, 0.026272
584.000000, 0.028043
582.000000, 0.028229
580.000000, 0.028612
578.000000, 0.028933
576.000000, 0.028365
574.000000, 0.028904
572.000000, 0.028955
570.000000, 0.028524
568.000000, 0.028931
566.000000, 0.029132
564.000000, 0.030204
562.000000, 0.030014
560.000000, 0.029096
558.000000, 0.029073
556.000000, 0.029293
554.000000, 0.030620
552.000000, 0.031388
550.000000, 0.030587
548.000000, 0.030400
546.000000, 0.030129
544.000000, 0.031129
542.000000, 0.030900
540.000000, 0.031467
538.000000, 0.031118
