nm, K-M
1000.000000, 0.011710
998.000000, 0.013076
996.000000, 0.012076
994.000000, 0.012239
992.000000, 0.012400
990.000000, 0.012711
988.000000, 0.011623
986.000000, 0.011368
984.000000, 0.012253
982.000000, 0.011485
980.000000, 0.012004
978.000000, 0.012367
976.000000, 0.012782
974.000000, 0.012333
972.000000, 0.012197
970.000000, 0.012234
968.000000, 0.012383
966.000000, 0.013290
964.000000, 0.012076
962.000000, 0.012609
960.000000, 0.012802
958.000000, 0.012847
956.000000, 0.012172
954.000000, 0.012412
952.000000, 0.012431
950.000000, 0.011658
948.000000, 0.012677
946.000000, 0.013245
944.000000, 0.012591
942.000000, 0.012583
940.000000, 0.013645
938.000000, 0.013278
936.000000, 0.013189
934.000000, 0.012410
932.000000, 0.012808
930.000000, 0.013199
928.000000, 0.012977
926.000000, 0.012791
924.000000, 0.013573
922.000000, 0.012378
920.000000, 0.013166
918.000000, 0.012230
916.000000, 0.013311
914.000000, 0.016634
912.000000, 0.015534
910.000000, 0.013828
908.000000, 0.014305
906.000000, 0.015886
904.000000, 0.014965
902.000000, 0.015243
900.000000, 0.016679
898.000000, 0.015255
896.000000, 0.017392
894.000000, 0.012997
892.000000, 0.017550
890.000000, 0.019415
888.000000, 0.018364
886.000000, 0.018657
884.000000, 0.017894
882.000000, 0.016474
880.000000, 0.015908
878.000000, 0.014267
876.000000, 0.016749
874.000000, 0.014371
872.000000, 0.015356
870.000000, 0.019857
868.000000, 0.020022
866.000000, 0.015410
864.000000, 0.016599
862.000000, 0.018741
860.000000, 0.019630
858.000000, 0.017729
856.000000, 0.014019
854.000000, 0.016924
852.000000, 0.019974
850.000000, 0.017956
848.000000, 0.023135
846.000000, 0.033128
844.000000, 0.019351
842.000000, 0.027414
840.000000, 0.020751
838.000000, 0.022304
836.000000, 0.027075
834.000000, 0.025525
832.000000, 0.031412
830.000000, 0.025784
828.000000, 0.021342
826.000000, 0.027974
824.000000, 0.026790
822.000000, 0.027157
820.000000, 0.028085
818.000000, 0.029653
816.000000, 0.030528
814.000000, 0.026835
812.000000, 0.023743
810.000000, 0.026728
808.000000, 0.027047
806.000000, 0.027594
804.000000, 0.029874
802.000000, 0.030061
800.000000, 0.028781
798.000000, 0.028703
796.000000, 0.029137
794.000000, 0.032171
792.000000, 0.030659
790.000000, 0.029935
788.000000, 0.035853
786.000000, 0.034373
784.000000, 0.034243
782.000000, 0.033154
780.000000, 0.033274
778.000000, 0.033577
776.000000, 0.032446
774.000000, 0.035377
772.000000, 0.036672
770.000000, 0.038331
768.000000, 0.038934
766.000000, 0.038847
764.000000, 0.038090
762.000000, 0.039228
760.000000, 0.037948
758.000000, 0.038183
756.000000, 0.040127
