nm, K-M
754.000000, 0.041580
752.000000, 0.042839
750.000000, 0.042983
748.000000, 0.045550
746.000000, 0.046435
744.000000, 0.043685
742.000000, 0.045916
740.000000, 0.049562
738.000000, 0.047785
736.000000, 0.047653
734.000000, 0.048779
732.000000, 0.047853
730.000000, 0.050547
728.000000, 0.051584
726.000000, 0.052617
724.000000, 0.052245
722.000000, 0.052164
720.000000, 0.053886
718.000000, 0.055666
716.000000, 0.057585
714.000000, 0.058661
712.000000, 0.056518
710.000000, 0.057831
708.000000, 0.060932
706.000000, 0.061816
704.000000, 0.064058
702.000000, 0.063794
700.000000, 0.065408
698.000000, 0.066985
696.000000, 0.069089
694.000000, 0.069392
692.000000, 0.069905
690.000000, 0.071613
688.000000, 0.070264
686.000000, 0.073253
684.000000, 0.075605
682.000000, 0.076753
680.000000, 0.076835
678.000000, 0.079067
676.000000, 0.080327
674.000000, 0.081577
672.000000, 0.085225
670.000000, 0.087011
668.000000, 0.087275
666.000000, 0.088771
664.000000, 0.090103
662.000000, 0.090744
660.000000, 0.093162
658.000000, 0.093271
656.000000, 0.094928
654.000000, 0.098274
652.000000, 0.099475
650.000000, 0.099839
648.000000, 0.101919
646.000000, 0.106550
644.000000, 0.108112
642.000000, 0.106837
640.000000, 0.110564
638.000000, 0.112768
636.000000, 0.116946
634.000000, 0.117172
632.000000, 0.119097
630.000000, 0.119667
628.000000, 0.120422
626.000000, 0.124051
624.000000, 0.126293
622.000000, 0.128104
620.000000, 0.129946
618.000000, 0.131491
616.000000, 0.134168
614.000000, 0.137365
612.000000, 0.140103
610.000000, 0.139554
608.000000, 0.143215
606.000000, 0.146113
604.000000, 0.148977
602.000000, 0.150634
600.000000, 0.153049
598.000000, 0.154722
596.000000, 0.157893
594.000000, 0.160768
592.000000, 0.162476
590.000000, 0.165943
588.000000, 0.165449
586.000000, 0.170811
584.000000, 0.176485
582.000000, 0.178158
580.000000, 0.180678
578.000000, 0.183047
576.000000, 0.184307
574.000000, 0.188924
572.000000, 0.190632
570.000000, 0.191834
568.000000, 0.197003
566.000000, 0.200100
564.000000, 0.205694
562.000000, 0.211123
560.000000, 0.208984
558.000000, 0.211586
556.000000, 0.213900
554.000000, 0.221812
552.000000, 0.225418
550.000000, 0.225261
548.000000, 0.227596
546.000000, 0.232813
544.000000, 0.235195
542.000000, 0.238332
540.000000, 0.243186
538.000000, 0.245011
536.000000, 0.248334
534.000000, 0.253281
532.000000, 0.253998
530.000000, 0.261311
528.000000, 0.261819
526.000000, 0.265015
524.000000, 0.267708
522.000000, 0.269981
520.000000, 0.273980
518.000000, 0.274780
516.000000, 0.282035
514.000000, 0.279575
512.000000, 0.282744
510.000000, 0.284684
508.000000, 0.290932
506.000000, 0.295520
504.000000, 0.298480
502.000000, 0.301292
500.000000, 0.307766
498.000000, 0.312405
496.000000, 0.318126
494.000000, 0.320597
492.000000, 0.326763
490.000000, 0.330993
488.000000, 0.335071
486.000000, 0.338642
484.000000, 0.346747
482.000000, 0.352544
480.000000, 0.358215
478.000000, 0.360360
476.000000, 0.365831
474.000000, 0.365603
472.000000, 0.369103
470.000000, 0.376480
468.000000, 0.379894
466.000000, 0.383219
464.000000, 0.388199
462.000000, 0.397557
460.000000, 0.397534
458.000000, 0.403770
456.000000, 0.406798
454.000000, 0.416545
452.000000, 0.413979
450.000000, 0.420744
448.000000, 0.430762
446.000000, 0.435424
444.000000, 0.438471
442.000000, 0.441461
440.000000, 0.448464
438.000000, 0.456242
436.000000, 0.456101
434.000000, 0.463870
432.000000, 0.464991
430.000000, 0.467852
428.000000, 0.476022
426.000000, 0.484399
424.000000, 0.481728
422.000000, 0.485125
420.000000, 0.494683
418.000000, 0.493939
416.000000, 0.492566
414.000000, 0.499174
412.000000, 0.504259
410.000000, 0.509176
408.000000, 0.514042
406.000000, 0.518364
404.000000, 0.514126
402.000000, 0.516868
400.000000, 0.515001
398.000000, 0.519282
396.000000, 0.522286
394.000000, 0.521307
392.000000, 0.516018
390.000000, 0.518723
388.000000, 0.516300
386.000000, 0.514154
384.000000, 0.513385
382.000000, 0.509696
380.000000, 0.515140
378.000000, 0.519290
376.000000, 0.526436
374.000000, 0.521483
372.000000, 0.507666
370.000000, 0.500812
368.000000, 0.495282
366.000000, 0.506109
364.000000, 0.526560
362.000000, 0.534795
360.000000, 0.552427
358.000000, 0.547851
356.000000, 0.566863
354.000000, 0.583512
352.000000, 0.592110
350.000000, 0.617190
348.000000, 0.673809
346.000000, 0.691740
344.000000, 0.734691
342.000000, 0.765908
340.000000, 0.822021
338.000000, 0.867439
336.000000, 0.903368
334.000000, 0.958507
332.000000, 1.074962
330.000000, 1.163369
328.000000, 1.254761
326.000000, 1.336180
324.000000, 1.377101
322.000000, 1.514159
320.000000, 1.314514
318.000000, 0.920583
316.000000, 1.012935
314.000000, 1.029808
312.000000, 1.069375
310.000000, 1.179276
308.000000, 1.183522
306.000000, 1.204533
304.000000, 1.270300
302.000000, 1.275988
300.000000, 1.318534
298.000000, 1.328640
296.000000, 1.315851
294.000000, 1.326902
292.000000, 1.355111
290.000000, 1.353311
288.000000, 1.381536
286.000000, 1.386481
284.000000, 1.368169
282.000000, 1.372989
280.000000, 1.382822
278.000000, 1.366552
276.000000, 1.372045
274.000000, 1.392068
272.000000, 1.374202
270.000000, 1.364667
268.000000, 1.397118
266.000000, 1.375625
264.000000, 1.365381
262.000000, 1.338693
260.000000, 1.343512
258.000000, 1.366408
256.000000, 1.370913
254.000000, 1.386753
252.000000, 1.388265
250.000000, 1.387767
