nm, %R
1000.000000, 85.822542
998.000000, 85.083417
996.000000, 85.619678
994.000000, 85.530860
992.000000, 85.443454
990.000000, 85.276246
988.000000, 85.871401
986.000000, 86.015295
984.000000, 85.523272
982.000000, 85.949419
980.000000, 85.659662
978.000000, 85.461347
976.000000, 85.238490
974.000000, 85.479578
972.000000, 85.553310
970.000000, 85.533201
968.000000, 85.452541
966.000000, 84.971797
964.000000, 85.619619
962.000000, 85.330717
960.000000, 85.227703
958.000000, 85.203897
956.000000, 85.567352
954.000000, 85.436767
952.000000, 85.426249
950.000000, 85.851775
948.000000, 85.294436
946.000000, 84.995146
944.000000, 85.340204
942.000000, 85.344443
940.000000, 84.788314
938.000000, 84.977822
936.000000, 85.024063
934.000000, 85.437722
932.000000, 85.224621
930.000000, 85.018710
928.000000, 85.135176
926.000000, 85.233587
924.000000, 84.825296
922.000000, 85.454949
920.000000, 85.036025
918.000000, 85.535657
916.000000, 84.960751
914.000000, 83.348242
912.000000, 83.858731
910.000000, 84.695308
908.000000, 84.455420
906.000000, 83.693039
904.000000, 84.131378
902.000000, 83.997469
900.000000, 83.327895
898.000000, 83.992004
896.000000, 83.007768
894.000000, 85.124824
892.000000, 82.938011
890.000000, 82.140712
888.000000, 82.584233
886.000000, 82.458977
884.000000, 82.787099
882.000000, 83.421401
880.000000, 83.683120
878.000000, 84.474673
876.000000, 83.295846
874.000000, 84.422820
872.000000, 83.943649
870.000000, 81.958447
868.000000, 81.891153
866.000000, 83.917908
864.000000, 83.364013
862.000000, 82.423154
860.000000, 82.052019
858.000000, 82.859202
856.000000, 84.598691
854.000000, 83.217005
852.000000, 81.910732
850.000000, 82.760045
848.000000, 80.678878
846.000000, 77.360393
844.000000, 82.167512
842.000000, 79.166168
840.000000, 81.597810
838.000000, 80.992415
836.000000, 79.280228
834.000000, 79.814390
832.000000, 77.880486
830.000000, 79.724052
828.000000, 81.364305
826.000000, 78.979318
824.000000, 79.377178
822.000000, 79.252803
820.000000, 78.942442
818.000000, 78.432522
816.000000, 78.155328
814.000000, 79.361806
812.000000, 80.454036
810.000000, 79.398251
808.000000, 79.289716
806.000000, 79.105874
804.000000, 78.361996
802.000000, 78.302757
800.000000, 78.714008
798.000000, 78.739570
796.000000, 78.598458
794.000000, 77.648262
792.000000, 78.114360
790.000000, 78.342729
788.000000, 76.568467
786.000000, 76.993412
784.000000, 77.031477
782.000000, 77.352619
780.000000, 77.316901
778.000000, 77.227026
776.000000, 77.564767
774.000000, 76.703829
772.000000, 76.337896
770.000000, 75.881262
768.000000, 75.718185
766.000000, 75.741679
764.000000, 75.946603
762.000000, 75.639481
760.000000, 75.985405
758.000000, 75.921489
756.000000, 75.400682
754.000000, 75.022328
752.000000, 74.701279
750.000000, 74.664854
748.000000, 74.030499
746.000000, 73.817166
744.000000, 74.488909
742.000000, 73.941947
740.000000, 73.084509
738.000000, 73.497071
736.000000, 73.527940
734.000000, 73.264975
732.000000, 73.481012
730.000000, 72.860146
728.000000, 72.627070
726.000000, 72.398012
724.000000, 72.480030
722.000000, 72.498130
720.000000, 72.120706
718.000000, 71.738895
716.000000, 71.336784
714.000000, 71.115059
712.000000, 71.559219
710.000000, 71.285893
708.000000, 70.656459
706.000000, 70.481044
704.000000, 70.043725
702.000000, 70.094716
700.000000, 69.785704
698.000000, 69.488775
696.000000, 69.100011
694.000000, 69.044656
692.000000, 68.951568
690.000000, 68.644521
688.000000, 68.886442
686.000000, 68.354546
684.000000, 67.946567
682.000000, 67.750804
680.000000, 67.736831
678.000000, 67.362280
676.000000, 67.154054
674.000000, 66.949824
672.000000, 66.366445
670.000000, 66.087456
668.000000, 66.046452
666.000000, 65.816339
664.000000, 65.613917
662.000000, 65.517213
660.000000, 65.156976
658.000000, 65.140934
656.000000, 64.898316
654.000000, 64.417509
652.000000, 64.247875
650.000000, 64.196829
648.000000, 63.907443
646.000000, 63.278552
644.000000, 63.071096
642.000000, 63.240191
640.000000, 62.749828
638.000000, 62.465625
636.000000, 61.938409
634.000000, 61.910229
632.000000, 61.672452
630.000000, 61.602643
628.000000, 61.510524
626.000000, 61.073791
624.000000, 60.808890
622.000000, 60.597536
620.000000, 60.384896
618.000000, 60.208335
616.000000, 59.906374
614.000000, 59.551727
612.000000, 59.253144
610.000000, 59.312614
608.000000, 58.919285
606.000000, 58.613570
604.000000, 58.316021
602.000000, 58.146054
600.000000, 57.900904
598.000000, 57.732901
596.000000, 57.418372
594.000000, 57.137697
592.000000, 56.972762
590.000000, 56.642385
588.000000, 56.689138
586.000000, 56.187861
584.000000, 55.671325
582.000000, 55.521640
580.000000, 55.298344
578.000000, 55.090735
576.000000, 54.981268
574.000000, 54.585268
572.000000, 54.440866
570.000000, 54.339892
568.000000, 53.911504
566.000000, 53.659416
564.000000, 53.212267
562.000000, 52.788181
560.000000, 52.954154
558.000000, 52.752450
556.000000, 52.574785
554.000000, 51.979708
552.000000, 51.714592
550.000000, 51.726047
548.000000, 51.556232
546.000000, 51.182217
544.000000, 51.013838
542.000000, 50.794464
540.000000, 50.459852
538.000000, 50.335598
536.000000, 50.111411
534.000000, 49.782560
532.000000, 49.735351
530.000000, 49.260728
528.000000, 49.228190
526.000000, 49.024883
524.000000, 48.855212
522.000000, 48.713280
520.000000, 48.466080
518.000000, 48.417019
516.000000, 47.977982
514.000000, 48.125669
512.000000, 47.935619
510.000000, 47.820186
508.000000, 47.453399
506.000000, 47.188655
504.000000, 47.019841
502.000000, 46.860892
500.000000, 46.500179
498.000000, 46.245995
496.000000, 45.937308
494.000000, 45.805605
492.000000, 45.481137
490.000000, 45.261817
488.000000, 45.052896
486.000000, 44.871906
484.000000, 44.467848
482.000000, 44.184361
480.000000, 43.911339
478.000000, 43.809120
476.000000, 43.551161
474.000000, 43.561849
472.000000, 43.398659
470.000000, 43.059570
468.000000, 42.904817
466.000000, 42.755422
464.000000, 42.534066
462.000000, 42.125495
460.000000, 42.126479
458.000000, 41.859496
456.000000, 41.731291
454.000000, 41.325058
