nm, K-M
440.000000, 0.813507
438.000000, 0.811985
436.000000, 0.812679
434.000000, 0.812599
432.000000, 0.812308
430.000000, 0.822336
428.000000, 0.823323
426.000000, 0.832544
424.000000, 0.830850
422.000000, 0.835683
420.000000, 0.829902
418.000000, 0.830624
416.000000, 0.843151
414.000000, 0.843790
412.000000, 0.846986
410.000000, 0.847035
408.000000, 0.852913
406.000000, 0.850073
404.000000, 0.853274
402.000000, 0.849430
400.000000, 0.845741
398.000000, 0.847604
396.000000, 0.842339
394.000000, 0.845354
392.000000, 0.842130
390.000000, 0.847774
388.000000, 0.846233
386.000000, 0.838687
384.000000, 0.840739
382.000000, 0.844473
380.000000, 0.852553
378.000000, 0.873817
376.000000, 0.852239
374.000000, 0.873495
372.000000, 0.861430
370.000000, 0.870722
368.000000, 0.896771
366.000000, 0.915481
364.000000, 0.946837
362.000000, 0.988287
360.000000, 0.999061
358.000000, 1.002698
356.000000, 1.062947
354.000000, 1.117138
352.000000, 1.142250
350.000000, 1.200664
348.000000, 1.286264
346.000000, 1.286816
344.000000, 1.385883
342.000000, 1.440283
340.000000, 1.513423
338.000000, 1.592994
336.000000, 1.659855
334.000000, 1.757640
332.000000, 1.825641
330.000000, 1.891619
328.000000, 2.088716
326.000000, 2.188893
324.000000, 2.180254
322.000000, 2.246650
320.000000, 1.834348
318.000000, 1.259981
316.000000, 1.290580
314.000000, 1.323908
312.000000, 1.355454
310.000000, 1.332163
308.000000, 1.368231
306.000000, 1.384226
304.000000, 1.450817
302.000000, 1.414266
300.000000, 1.352096
298.000000, 1.417574
296.000000, 1.367017
294.000000, 1.373472
292.000000, 1.426965
290.000000, 1.395646
288.000000, 1.381593
286.000000, 1.346024
284.000000, 1.376205
282.000000, 1.384112
280.000000, 1.336169
278.000000, 1.357117
276.000000, 1.308049
274.000000, 1.271113
272.000000, 1.276859
270.000000, 1.282528
268.000000, 1.246661
266.000000, 1.228576
264.000000, 1.202756
262.000000, 1.212829
260.000000, 1.224522
258.000000, 1.239984
256.000000, 1.225241
254.000000, 1.189340
252.000000, 1.164432
250.000000, 1.144125
