nm, K-M
1000.000000, 0.056487
998.000000, 0.055913
996.000000, 0.056834
994.000000, 0.057526
992.000000, 0.058823
990.000000, 0.056069
988.000000, 0.057857
986.000000, 0.056435
984.000000, 0.057190
982.000000, 0.056742
980.000000, 0.059918
978.000000, 0.060988
976.000000, 0.060204
974.000000, 0.059239
972.000000, 0.059473
970.000000, 0.060833
968.000000, 0.058819
966.000000, 0.060659
964.000000, 0.060346
962.000000, 0.061748
960.000000, 0.062239
958.000000, 0.061115
956.000000, 0.059347
954.000000, 0.061919
952.000000, 0.062457
950.000000, 0.061888
948.000000, 0.061950
946.000000, 0.061814
944.000000, 0.064196
942.000000, 0.063413
940.000000, 0.067112
938.000000, 0.061610
936.000000, 0.064435
934.000000, 0.063670
932.000000, 0.065903
930.000000, 0.066031
928.000000, 0.063603
926.000000, 0.066669
924.000000, 0.070050
922.000000, 0.068619
920.000000, 0.069758
918.000000, 0.069532
916.000000, 0.070201
914.000000, 0.073278
912.000000, 0.072546
910.000000, 0.074835
908.000000, 0.076577
906.000000, 0.076449
904.000000, 0.074424
902.000000, 0.076116
900.000000, 0.079493
898.000000, 0.081543
896.000000, 0.075824
894.000000, 0.077391
892.000000, 0.081295
890.000000, 0.082733
888.000000, 0.086366
886.000000, 0.080739
884.000000, 0.085146
882.000000, 0.089906
880.000000, 0.082768
878.000000, 0.075522
876.000000, 0.088258
874.000000, 0.076795
872.000000, 0.071442
870.000000, 0.089467
868.000000, 0.090325
866.000000, 0.085969
864.000000, 0.081307
862.000000, 0.086965
860.000000, 0.085547
858.000000, 0.090733
856.000000, 0.083297
854.000000, 0.083410
852.000000, 0.084073
850.000000, 0.097172
848.000000, 0.109216
846.000000, 0.129211
844.000000, 0.105294
842.000000, 0.133534
840.000000, 0.097248
838.000000, 0.117661
836.000000, 0.128342
834.000000, 0.121404
832.000000, 0.141950
830.000000, 0.115212
828.000000, 0.114473
826.000000, 0.127809
824.000000, 0.126996
822.000000, 0.130595
820.000000, 0.127152
818.000000, 0.122755
816.000000, 0.134304
814.000000, 0.128221
812.000000, 0.121419
810.000000, 0.126557
808.000000, 0.127454
806.000000, 0.129765
804.000000, 0.139558
802.000000, 0.134788
800.000000, 0.139877
798.000000, 0.148102
796.000000, 0.143085
794.000000, 0.144053
792.000000, 0.152325
790.000000, 0.153016
788.000000, 0.155221
786.000000, 0.157392
784.000000, 0.160737
782.000000, 0.156662
780.000000, 0.162023
778.000000, 0.160617
776.000000, 0.157117
774.000000, 0.165079
772.000000, 0.164992
770.000000, 0.166531
768.000000, 0.169836
766.000000, 0.171377
764.000000, 0.168552
762.000000, 0.172556
760.000000, 0.171146
758.000000, 0.172748
756.000000, 0.183363
754.000000, 0.187415
752.000000, 0.188217
750.000000, 0.186166
748.000000, 0.189583
746.000000, 0.195436
744.000000, 0.190946
742.000000, 0.195623
740.000000, 0.205259
738.000000, 0.199565
736.000000, 0.200778
734.000000, 0.210791
732.000000, 0.213257
730.000000, 0.217146
728.000000, 0.216643
726.000000, 0.215880
724.000000, 0.222655
722.000000, 0.225734
720.000000, 0.225811
718.000000, 0.228930
716.000000, 0.234455
714.000000, 0.233919
712.000000, 0.233699
710.000000, 0.243134
708.000000, 0.248437
706.000000, 0.249345
704.000000, 0.250639
702.000000, 0.248004
700.000000, 0.256031
698.000000, 0.260021
696.000000, 0.262026
694.000000, 0.265870
692.000000, 0.268555
690.000000, 0.273591
688.000000, 0.274988
686.000000, 0.277223
684.000000, 0.284540
682.000000, 0.290802
680.000000, 0.290921
678.000000, 0.293873
676.000000, 0.300589
674.000000, 0.302677
672.000000, 0.308622
670.000000, 0.311446
668.000000, 0.313053
666.000000, 0.312277
664.000000, 0.317376
662.000000, 0.323617
660.000000, 0.326172
658.000000, 0.329376
656.000000, 0.334709
654.000000, 0.341427
652.000000, 0.343435
650.000000, 0.343952
648.000000, 0.345668
646.000000, 0.352771
644.000000, 0.358605
642.000000, 0.359891
640.000000, 0.366041
638.000000, 0.365479
636.000000, 0.370948
634.000000, 0.375097
632.000000, 0.378211
630.000000, 0.381970
628.000000, 0.384548
626.000000, 0.395272
624.000000, 0.399694
622.000000, 0.402403
620.000000, 0.413465
618.000000, 0.410275
616.000000, 0.412074
614.000000, 0.419767
612.000000, 0.425247
610.000000, 0.428311
608.000000, 0.431238
606.000000, 0.436995
604.000000, 0.443185
602.000000, 0.446208
600.000000, 0.456765
598.000000, 0.454105
596.000000, 0.453515
594.000000, 0.461268
592.000000, 0.468959
590.000000, 0.476234
588.000000, 0.477313
586.000000, 0.479248
584.000000, 0.488877
582.000000, 0.492156
580.000000, 0.499001
578.000000, 0.505492
576.000000, 0.508058
574.000000, 0.511283
572.000000, 0.515900
570.000000, 0.519884
568.000000, 0.523810
566.000000, 0.529887
564.000000, 0.537134
562.000000, 0.542934
560.000000, 0.547885
558.000000, 0.552627
556.000000, 0.555645
554.000000, 0.565523
552.000000, 0.574080
550.000000, 0.574582
548.000000, 0.578684
546.000000, 0.578139
544.000000, 0.585328
542.000000, 0.590404
540.000000, 0.597026
538.000000, 0.597612
536.000000, 0.604505
534.000000, 0.610847
532.000000, 0.612958
530.000000, 0.622529
528.000000, 0.622200
526.000000, 0.626239
524.000000, 0.625573
522.000000, 0.625845
520.000000, 0.630699
518.000000, 0.630639
516.000000, 0.635035
514.000000, 0.633880
512.000000, 0.634792
510.000000, 0.639994
508.000000, 0.642983
506.000000, 0.647260
504.000000, 0.649603
502.000000, 0.656990
500.000000, 0.661497
498.000000, 0.669276
496.000000, 0.672443
494.000000, 0.678991
492.000000, 0.692504
490.000000, 0.702560
488.000000, 0.713003
486.000000, 0.711221
484.000000, 0.711962
482.000000, 0.721427
480.000000, 0.733757
478.000000, 0.728070
476.000000, 0.736491
474.000000, 0.733201
472.000000, 0.735320
470.000000, 0.742834
468.000000, 0.740386
466.000000, 0.748285
464.000000, 0.755841
462.000000, 0.759727
460.000000, 0.757751
458.000000, 0.774253
456.000000, 0.773859
454.000000, 0.779199
452.000000, 0.776435
450.000000, 0.787549
448.000000, 0.790218
446.000000, 0.806643
444.000000, 0.810521
442.000000, 0.803321
