nm, %R
1000.000000, 82.447201
998.000000, 82.064836
996.000000, 82.309673
994.000000, 82.457938
992.000000, 82.176684
990.000000, 82.088637
988.000000, 82.731865
986.000000, 82.609563
984.000000, 82.084453
982.000000, 82.670004
980.000000, 82.325281
978.000000, 82.188614
976.000000, 81.896061
974.000000, 82.467736
972.000000, 82.482241
970.000000, 82.335605
968.000000, 82.596243
966.000000, 82.647641
964.000000, 82.784470
962.000000, 82.086948
960.000000, 82.196483
958.000000, 82.463130
956.000000, 82.652984
954.000000, 82.295351
952.000000, 82.985901
950.000000, 82.815244
948.000000, 82.164353
946.000000, 82.494175
944.000000, 82.448910
942.000000, 82.536502
940.000000, 82.181024
938.000000, 82.490071
936.000000, 82.181700
934.000000, 82.390802
932.000000, 81.739234
930.000000, 81.725581
928.000000, 82.654848
926.000000, 82.178876
924.000000, 81.275661
922.000000, 82.436662
920.000000, 82.222868
918.000000, 82.049148
916.000000, 82.210498
914.000000, 81.779299
912.000000, 81.131789
910.000000, 81.874478
908.000000, 81.532089
906.000000, 82.178961
904.000000, 82.008346
902.000000, 80.719288
900.000000, 81.288663
898.000000, 81.632982
896.000000, 81.274016
894.000000, 81.375287
892.000000, 79.628595
890.000000, 80.101263
888.000000, 81.012359
886.000000, 80.455373
884.000000, 80.224610
882.000000, 79.185854
880.000000, 81.034958
878.000000, 81.646678
876.000000, 81.627171
874.000000, 81.449964
872.000000, 80.267135
870.000000, 78.775514
868.000000, 80.066283
866.000000, 79.959481
864.000000, 80.987904
862.000000, 81.033145
860.000000, 80.613452
858.000000, 82.797280
856.000000, 82.154146
854.000000, 80.810694
852.000000, 80.806637
850.000000, 80.676763
848.000000, 84.150044
846.000000, 81.493540
844.000000, 82.480876
842.000000, 77.991613
840.000000, 79.660360
838.000000, 77.826127
836.000000, 77.166259
834.000000, 77.355115
832.000000, 75.843313
830.000000, 77.681772
828.000000, 78.379969
826.000000, 75.963729
824.000000, 76.937222
822.000000, 77.610256
820.000000, 77.522460
818.000000, 78.139161
816.000000, 76.662895
814.000000, 77.472810
812.000000, 78.421552
810.000000, 77.404287
808.000000, 77.252466
806.000000, 77.633516
804.000000, 76.946344
802.000000, 76.736860
800.000000, 76.585125
798.000000, 75.935166
796.000000, 77.247591
794.000000, 77.054095
792.000000, 76.124926
790.000000, 75.681348
788.000000, 75.481574
786.000000, 74.965345
784.000000, 74.322621
782.000000, 74.922790
780.000000, 74.637352
778.000000, 74.396900
776.000000, 74.436878
774.000000, 74.436948
772.000000, 74.418979
770.000000, 74.317810
768.000000, 74.536292
766.000000, 74.430112
764.000000, 74.764784
762.000000, 74.648413
760.000000, 74.545457
758.000000, 74.553298
756.000000, 74.185725
754.000000, 73.644314
752.000000, 73.703169
750.000000, 73.416390
748.000000, 72.725207
746.000000, 72.393719
744.000000, 72.718981
742.000000, 72.749727
740.000000, 72.216074
738.000000, 72.683010
736.000000, 72.593169
734.000000, 71.884021
732.000000, 72.046072
730.000000, 71.584652
728.000000, 71.389537
726.000000, 71.320845
724.000000, 71.248161
722.000000, 71.292651
720.000000, 71.127185
718.000000, 70.579279
716.000000, 70.119150
714.000000, 70.190350
712.000000, 70.096034
710.000000, 69.725801
708.000000, 69.868427
706.000000, 69.787325
704.000000, 69.192407
702.000000, 69.035211
700.000000, 69.168199
698.000000, 69.070848
696.000000, 68.582184
694.000000, 68.335952
692.000000, 67.718009
690.000000, 67.338868
688.000000, 67.548863
686.000000, 67.336226
684.000000, 66.627967
682.000000, 66.527420
680.000000, 66.586506
678.000000, 66.147634
676.000000, 65.781382
674.000000, 65.712816
672.000000, 65.520057
670.000000, 65.229260
668.000000, 65.183241
666.000000, 65.039461
664.000000, 64.853589
662.000000, 64.587172
660.000000, 64.403976
658.000000, 64.341850
656.000000, 64.078489
654.000000, 63.283635
652.000000, 63.124326
650.000000, 63.201547
648.000000, 62.943537
646.000000, 62.626946
644.000000, 62.324059
642.000000, 62.234236
640.000000, 61.786170
638.000000, 61.428850
636.000000, 61.502924
634.000000, 61.422590
632.000000, 61.116607
630.000000, 60.904669
628.000000, 60.564318
626.000000, 59.987334
624.000000, 60.113295
622.000000, 59.689844
620.000000, 59.490110
618.000000, 59.460749
616.000000, 59.238270
614.000000, 58.768464
612.000000, 58.585434
610.000000, 58.465649
608.000000, 57.797651
606.000000, 57.732711
604.000000, 57.474219
602.000000, 56.925168
600.000000, 56.885685
598.000000, 56.831974
596.000000, 56.617186
594.000000, 56.420398
592.000000, 55.999878
590.000000, 55.913362
588.000000, 55.830129
586.000000, 55.423636
584.000000, 55.001499
582.000000, 54.681868
580.000000, 54.443316
578.000000, 54.301757
576.000000, 54.021703
574.000000, 53.857230
572.000000, 53.588819
570.000000, 53.400889
568.000000, 53.171905
566.000000, 52.857420
564.000000, 52.266946
562.000000, 52.019652
560.000000, 51.822883
558.000000, 51.702437
556.000000, 51.501106
554.000000, 51.038965
552.000000, 50.711812
550.000000, 50.695098
548.000000, 50.594716
546.000000, 50.439314
544.000000, 50.143291
542.000000, 49.848305
540.000000, 49.440264
538.000000, 49.223937
536.000000, 49.060781
534.000000, 48.731627
532.000000, 48.488970
530.000000, 48.141089
528.000000, 47.928923
526.000000, 47.714545
524.000000, 47.631010
522.000000, 47.329984
520.000000, 47.153633
518.000000, 47.094039
516.000000, 46.767572
514.000000, 46.820271
512.000000, 46.569167
510.000000, 46.436738
508.000000, 46.106660
506.000000, 45.804229
504.000000, 45.652055
502.000000, 45.213495
500.000000, 44.924531
498.000000, 44.726341
496.000000, 44.315391
494.000000, 44.214708
492.000000, 43.871768
490.000000, 43.560158
488.000000, 43.045788
486.000000, 42.780210
484.000000, 42.614429
482.000000, 42.149388
480.000000, 41.929132
478.000000, 41.865687
476.000000, 41.564975
474.000000, 41.416550
472.000000, 41.225518
470.000000, 40.910337
468.000000, 40.787170
466.000000, 40.364377
464.000000, 40.056461
462.000000, 39.771256
460.000000, 39.437033
458.000000, 39.295397
456.000000, 39.098295
454.000000, 38.737206
452.000000, 38.778637
450.000000, 38.320489
448.000000, 37.940464
446.000000, 37.736095
444.000000, 37.622999
442.000000, 37.239460
440.000000, 36.905583
438.000000, 36.656011
436.000000, 36.613004
434.000000, 36.342083
432.000000, 36.155809
430.000000, 35.960275
428.000000, 35.594848
426.000000, 35.396504
424.000000, 35.251455
422.000000, 35.273730
420.000000, 35.073952
418.000000, 34.999858
416.000000, 34.906984
414.000000, 34.642914
412.000000, 34.355561
410.000000, 34.319055
408.000000, 34.296296
406.000000, 34.008914
404.000000, 33.812564
402.000000, 33.549931
400.000000, 33.536794
398.000000, 33.579273
396.000000, 33.629681
394.000000, 33.366977
392.000000, 33.591739
390.000000, 33.219883
388.000000, 33.129507
386.000000, 33.222017
384.000000, 33.213952
382.000000, 33.321050
380.000000, 33.396732
378.000000, 33.253951
376.000000, 33.028843
374.000000, 33.151434
372.000000, 33.281206
370.000000, 33.061414
368.000000, 32.857688
366.000000, 32.996202
