nm, K-M
1000.000000, 0.014922
998.000000, 0.014894
996.000000, 0.014099
994.000000, 0.014558
992.000000, 0.013850
990.000000, 0.014956
988.000000, 0.013819
986.000000, 0.013692
984.000000, 0.015053
982.000000, 0.013611
980.000000, 0.014139
978.000000, 0.015577
976.000000, 0.015185
974.000000, 0.014786
972.000000, 0.014136
970.000000, 0.014640
968.000000, 0.013714
966.000000, 0.014941
964.000000, 0.014937
962.000000, 0.014597
960.000000, 0.014462
958.000000, 0.014742
956.000000, 0.014678
954.000000, 0.014156
952.000000, 0.014143
950.000000, 0.014191
948.000000, 0.014295
946.000000, 0.014849
944.000000, 0.014803
942.000000, 0.013949
940.000000, 0.013693
938.000000, 0.013810
936.000000, 0.014724
934.000000, 0.014667
932.000000, 0.014308
930.000000, 0.014004
928.000000, 0.013958
926.000000, 0.013458
924.000000, 0.015318
922.000000, 0.013514
920.000000, 0.014613
918.000000, 0.013436
916.000000, 0.015096
914.000000, 0.015962
912.000000, 0.014828
910.000000, 0.012198
908.000000, 0.013199
906.000000, 0.013726
904.000000, 0.014656
902.000000, 0.015755
900.000000, 0.015852
898.000000, 0.013811
896.000000, 0.015513
894.000000, 0.012280
892.000000, 0.015102
890.000000, 0.015994
888.000000, 0.015058
886.000000, 0.016575
884.000000, 0.015883
882.000000, 0.015011
880.000000, 0.015542
878.000000, 0.013567
876.000000, 0.014292
874.000000, 0.012217
872.000000, 0.012732
870.000000, 0.015952
868.000000, 0.016377
866.000000, 0.013206
864.000000, 0.012879
862.000000, 0.018365
860.000000, 0.015872
858.000000, 0.014870
856.000000, 0.013888
854.000000, 0.010042
852.000000, 0.009707
850.000000, 0.010073
848.000000, 0.014655
846.000000, 0.037522
844.000000, 0.015525
842.000000, 0.022040
840.000000, 0.016628
838.000000, 0.014397
836.000000, 0.023681
834.000000, 0.016216
832.000000, 0.022856
830.000000, 0.017755
828.000000, 0.014575
826.000000, 0.017346
824.000000, 0.017653
822.000000, 0.016197
820.000000, 0.018372
818.000000, 0.016430
816.000000, 0.016679
814.000000, 0.017479
812.000000, 0.014322
810.000000, 0.015062
808.000000, 0.013923
806.000000, 0.013417
804.000000, 0.013454
802.000000, 0.013866
800.000000, 0.016253
798.000000, 0.017691
796.000000, 0.014593
794.000000, 0.015058
792.000000, 0.017899
790.000000, 0.017061
788.000000, 0.016387
786.000000, 0.014899
784.000000, 0.016483
782.000000, 0.016317
780.000000, 0.015438
778.000000, 0.016365
776.000000, 0.016107
774.000000, 0.016580
772.000000, 0.017053
770.000000, 0.016556
768.000000, 0.015458
766.000000, 0.015942
764.000000, 0.014932
762.000000, 0.015128
760.000000, 0.015311
758.000000, 0.015676
756.000000, 0.016231
754.000000, 0.015969
752.000000, 0.015690
750.000000, 0.015764
748.000000, 0.017062
746.000000, 0.018062
744.000000, 0.015853
742.000000, 0.015839
740.000000, 0.016767
738.000000, 0.015310
736.000000, 0.014704
734.000000, 0.015000
732.000000, 0.015474
730.000000, 0.017360
728.000000, 0.017062
726.000000, 0.015547
724.000000, 0.015577
722.000000, 0.015920
720.000000, 0.015517
718.000000, 0.015580
716.000000, 0.016650
714.000000, 0.015468
712.000000, 0.014976
710.000000, 0.015492
708.000000, 0.016192
706.000000, 0.016283
704.000000, 0.015875
702.000000, 0.015205
700.000000, 0.014735
698.000000, 0.014994
696.000000, 0.015868
694.000000, 0.015545
692.000000, 0.015646
690.000000, 0.015603
688.000000, 0.015636
686.000000, 0.015729
684.000000, 0.016140
682.000000, 0.016360
680.000000, 0.016343
678.000000, 0.016209
676.000000, 0.016441
674.000000, 0.016511
672.000000, 0.016650
670.000000, 0.016254
668.000000, 0.016610
666.000000, 0.016677
664.000000, 0.015952
662.000000, 0.016518
660.000000, 0.016253
658.000000, 0.015685
656.000000, 0.014927
654.000000, 0.016098
652.000000, 0.016780
650.000000, 0.016279
648.000000, 0.016248
646.000000, 0.016684
644.000000, 0.016891
642.000000, 0.016751
640.000000, 0.016620
638.000000, 0.016741
636.000000, 0.016892
634.000000, 0.016652
632.000000, 0.016761
630.000000, 0.016003
628.000000, 0.016085
626.000000, 0.017124
624.000000, 0.016586
622.000000, 0.017035
620.000000, 0.016802
618.000000, 0.015654
616.000000, 0.016199
614.000000, 0.016940
612.000000, 0.016828
610.000000, 0.016561
608.000000, 0.016767
606.000000, 0.017232
604.000000, 0.016972
602.000000, 0.016527
600.000000, 0.016373
598.000000, 0.016455
596.000000, 0.016298
594.000000, 0.016116
592.000000, 0.016817
590.000000, 0.016995
588.000000, 0.016339
586.000000, 0.016433
584.000000, 0.017432
582.000000, 0.017126
580.000000, 0.016838
578.000000, 0.017385
576.000000, 0.016974
574.000000, 0.017355
572.000000, 0.017193
570.000000, 0.017052
568.000000, 0.016744
566.000000, 0.017253
564.000000, 0.018256
562.000000, 0.018384
560.000000, 0.017412
558.000000, 0.017116
556.000000, 0.017491
554.000000, 0.018441
552.000000, 0.018398
550.000000, 0.017861
548.000000, 0.017779
546.000000, 0.017911
544.000000, 0.017985
542.000000, 0.018175
540.000000, 0.017825
538.000000, 0.018196
536.000000, 0.018277
534.000000, 0.018589
532.000000, 0.018111
530.000000, 0.018715
528.000000, 0.018825
526.000000, 0.019052
524.000000, 0.018460
522.000000, 0.018504
520.000000, 0.019060
518.000000, 0.018566
516.000000, 0.019005
514.000000, 0.018608
512.000000, 0.018742
510.000000, 0.018197
508.000000, 0.018854
506.000000, 0.018862
504.000000, 0.018605
502.000000, 0.018372
500.000000, 0.018875
498.000000, 0.019513
496.000000, 0.019961
494.000000, 0.019352
492.000000, 0.019849
490.000000, 0.020282
488.000000, 0.021283
486.000000, 0.020235
484.000000, 0.019296
482.000000, 0.020575
480.000000, 0.020622
478.000000, 0.020949
476.000000, 0.021273
474.000000, 0.020987
472.000000, 0.020326
470.000000, 0.020925
468.000000, 0.020586
466.000000, 0.020441
464.000000, 0.021779
462.000000, 0.022348
460.000000, 0.022499
458.000000, 0.022372
456.000000, 0.022043
454.000000, 0.022166
452.000000, 0.021661
450.000000, 0.022937
448.000000, 0.023275
446.000000, 0.022985
444.000000, 0.023478
442.000000, 0.022560
440.000000, 0.024510
438.000000, 0.024731
436.000000, 0.024260
434.000000, 0.025460
432.000000, 0.024863
430.000000, 0.025872
428.000000, 0.025975
426.000000, 0.026492
424.000000, 0.026765
422.000000, 0.027733
420.000000, 0.027928
418.000000, 0.027706
416.000000, 0.030004
414.000000, 0.031437
412.000000, 0.031300
410.000000, 0.033762
408.000000, 0.035650
406.000000, 0.037804
404.000000, 0.040983
402.000000, 0.043545
400.000000, 0.046199
398.000000, 0.051500
396.000000, 0.057070
394.000000, 0.061917
392.000000, 0.066046
390.000000, 0.071598
388.000000, 0.076118
386.000000, 0.081636
384.000000, 0.087676
382.000000, 0.095990
380.000000, 0.106449
378.000000, 0.123164
376.000000, 0.134835
374.000000, 0.147366
372.000000, 0.165499
370.000000, 0.182252
368.000000, 0.187284
366.000000, 0.211403
364.000000, 0.249050
362.000000, 0.282927
360.000000, 0.318096
358.000000, 0.364703
356.000000, 0.404974
354.000000, 0.440045
352.000000, 0.497429
350.000000, 0.558564
348.000000, 0.626951
346.000000, 0.670117
344.000000, 0.769003
342.000000, 0.873403
340.000000, 0.955082
338.000000, 1.056606
336.000000, 1.197406
334.000000, 1.367966
332.000000, 1.496748
330.000000, 1.617866
328.000000, 1.776968
326.000000, 1.927842
324.000000, 1.969808
322.000000, 2.089873
320.000000, 1.845133
318.000000, 1.282098
316.000000, 1.435272
314.000000, 1.415330
312.000000, 1.400129
310.000000, 1.438054
308.000000, 1.515126
306.000000, 1.469307
304.000000, 1.473849
302.000000, 1.498964
300.000000, 1.513824
298.000000, 1.575305
296.000000, 1.517280
294.000000, 1.519219
292.000000, 1.532731
290.000000, 1.506058
288.000000, 1.490290
286.000000, 1.484329
284.000000, 1.441644
282.000000, 1.467861
280.000000, 1.475151
278.000000, 1.500244
276.000000, 1.498189
274.000000, 1.438480
272.000000, 1.388656
270.000000, 1.412687
268.000000, 1.414516
266.000000, 1.382978
264.000000, 1.375929
262.000000, 1.346915
260.000000, 1.357946
258.000000, 1.363463
256.000000, 1.365627
254.000000, 1.378753
252.000000, 1.363388
250.000000, 1.365123
