nm, %R
1000.000000, 73.809905
998.000000, 73.712392
996.000000, 73.787955
994.000000, 73.820193
992.000000, 73.766994
990.000000, 73.231931
988.000000, 73.556256
986.000000, 73.601592
984.000000, 73.514077
982.000000, 73.428277
980.000000, 73.679476
978.000000, 72.830608
976.000000, 73.398548
974.000000, 72.889482
972.000000, 73.183591
970.000000, 73.225011
968.000000, 72.621866
966.000000, 72.627735
964.000000, 72.837495
962.000000, 72.526701
960.000000, 72.585216
958.000000, 72.478446
956.000000, 72.451044
954.000000, 72.000093
952.000000, 72.206553
950.000000, 72.642786
948.000000, 72.564230
946.000000, 72.082646
944.000000, 72.078280
942.000000, 72.117241
940.000000, 72.532386
938.000000, 71.874336
936.000000, 71.625160
934.000000, 71.945250
932.000000, 71.057497
930.000000, 71.505100
928.000000, 71.445729
926.000000, 71.249991
924.000000, 71.532058
922.000000, 70.608033
920.000000, 70.277992
918.000000, 71.458942
916.000000, 70.554042
914.000000, 69.246252
912.000000, 70.079672
910.000000, 70.124393
908.000000, 70.648692
906.000000, 70.113761
904.000000, 69.611510
902.000000, 69.914908
900.000000, 69.109972
898.000000, 68.632825
896.000000, 68.428733
894.000000, 69.076248
892.000000, 67.903397
890.000000, 68.210778
888.000000, 68.400573
886.000000, 68.663264
884.000000, 67.739640
882.000000, 67.044831
880.000000, 67.710036
878.000000, 67.473693
876.000000, 67.412417
874.000000, 68.884614
872.000000, 67.565619
870.000000, 67.441594
868.000000, 66.038124
866.000000, 67.457875
864.000000, 66.625587
862.000000, 67.700715
860.000000, 66.417467
858.000000, 68.601713
856.000000, 68.751089
854.000000, 67.159606
852.000000, 66.749665
850.000000, 69.773490
848.000000, 68.891468
846.000000, 64.642862
844.000000, 65.100767
842.000000, 64.964159
840.000000, 64.759974
838.000000, 63.834314
836.000000, 61.335894
834.000000, 62.119897
832.000000, 62.656536
830.000000, 62.661856
828.000000, 62.300880
826.000000, 60.433143
824.000000, 61.285024
822.000000, 61.685351
820.000000, 61.377086
818.000000, 61.430331
816.000000, 60.695895
814.000000, 61.287923
812.000000, 62.147070
810.000000, 61.684595
808.000000, 61.358298
806.000000, 61.273053
804.000000, 60.573548
802.000000, 60.335294
800.000000, 59.757583
798.000000, 59.736737
796.000000, 60.497018
794.000000, 60.098685
792.000000, 59.635534
790.000000, 59.214410
788.000000, 59.196131
786.000000, 59.131224
784.000000, 58.113149
782.000000, 58.579203
780.000000, 58.330107
778.000000, 58.098579
776.000000, 57.951986
774.000000, 57.592842
772.000000, 57.032371
770.000000, 56.868543
768.000000, 56.900413
766.000000, 56.369987
764.000000, 56.780480
762.000000, 56.558140
760.000000, 56.251746
758.000000, 55.692922
756.000000, 55.590441
754.000000, 55.508889
752.000000, 55.090464
750.000000, 54.840486
748.000000, 54.493286
746.000000, 53.928917
744.000000, 53.902372
742.000000, 53.924289
740.000000, 53.459102
738.000000, 53.429839
736.000000, 53.632520
734.000000, 53.186497
732.000000, 52.980689
730.000000, 52.573129
728.000000, 52.256725
726.000000, 52.062600
724.000000, 51.849296
722.000000, 52.093102
720.000000, 52.057589
718.000000, 51.457231
716.000000, 51.139010
714.000000, 51.053573
712.000000, 51.122866
710.000000, 50.865276
708.000000, 50.451004
706.000000, 50.384662
704.000000, 50.218508
702.000000, 50.060166
700.000000, 49.927185
698.000000, 49.705272
696.000000, 49.219383
694.000000, 49.036639
692.000000, 48.795477
690.000000, 48.613621
688.000000, 48.676067
686.000000, 48.330318
684.000000, 47.693115
682.000000, 47.521601
680.000000, 47.623423
678.000000, 47.304852
676.000000, 47.015015
674.000000, 46.951632
672.000000, 46.632307
670.000000, 46.559615
668.000000, 46.401428
666.000000, 46.106698
664.000000, 45.926807
662.000000, 45.508424
660.000000, 45.423137
658.000000, 45.157529
656.000000, 44.996952
654.000000, 44.604349
652.000000, 44.423823
650.000000, 44.399411
648.000000, 44.309349
646.000000, 44.021534
644.000000, 43.930795
642.000000, 43.733818
640.000000, 43.329494
638.000000, 43.085193
636.000000, 43.038375
634.000000, 43.085875
632.000000, 42.768806
630.000000, 42.594347
628.000000, 42.359666
626.000000, 41.941601
624.000000, 41.909107
622.000000, 41.745650
620.000000, 41.557001
618.000000, 41.519271
616.000000, 41.380779
614.000000, 40.987602
612.000000, 40.911733
610.000000, 40.687739
608.000000, 40.425218
606.000000, 40.273889
604.000000, 40.095800
602.000000, 39.903904
600.000000, 39.761724
598.000000, 39.666845
596.000000, 39.583054
594.000000, 39.289101
592.000000, 38.933391
590.000000, 38.844823
588.000000, 38.791854
586.000000, 38.578795
584.000000, 38.243438
582.000000, 38.128964
580.000000, 38.064065
578.000000, 37.766509
576.000000, 37.777587
574.000000, 37.616367
572.000000, 37.344946
570.000000, 37.230951
568.000000, 37.036545
566.000000, 36.806928
564.000000, 36.567169
562.000000, 36.389519
560.000000, 36.371531
558.000000, 36.111389
556.000000, 36.062150
554.000000, 35.756047
552.000000, 35.549355
550.000000, 35.552941
548.000000, 35.441192
546.000000, 35.320118
544.000000, 35.121742
542.000000, 34.923355
540.000000, 34.853005
538.000000, 34.698208
536.000000, 34.634398
534.000000, 34.411376
532.000000, 34.344367
530.000000, 34.111818
528.000000, 34.065103
526.000000, 34.003108
524.000000, 33.993703
522.000000, 33.941427
520.000000, 33.916302
518.000000, 33.859754
516.000000, 33.890079
514.000000, 33.835297
512.000000, 33.797157
510.000000, 33.676472
508.000000, 33.565098
506.000000, 33.539904
504.000000, 33.446125
502.000000, 33.326742
500.000000, 33.292050
498.000000, 32.978716
496.000000, 32.638938
494.000000, 32.793882
492.000000, 32.413519
490.000000, 32.072806
488.000000, 32.032375
486.000000, 31.925921
484.000000, 31.780278
482.000000, 31.605675
480.000000, 31.324424
478.000000, 31.389269
476.000000, 31.349394
474.000000, 31.289265
472.000000, 31.187083
470.000000, 31.164116
468.000000, 31.185218
466.000000, 31.026979
464.000000, 30.866668
462.000000, 30.642786
460.000000, 30.707058
458.000000, 30.455468
456.000000, 30.466548
454.000000, 30.357081
452.000000, 30.336202
450.000000, 30.090946
448.000000, 29.906146
446.000000, 30.037866
444.000000, 29.707845
442.000000, 29.805086
440.000000, 29.636921
438.000000, 29.637143
436.000000, 29.544172
434.000000, 29.525583
432.000000, 29.403445
430.000000, 29.348249
428.000000, 29.353860
426.000000, 29.313786
424.000000, 29.313939
422.000000, 29.077445
420.000000, 29.199287
418.000000, 29.225881
416.000000, 29.081139
414.000000, 28.988119
412.000000, 28.998682
410.000000, 28.938058
408.000000, 28.840022
406.000000, 28.911743
404.000000, 28.981944
402.000000, 28.744229
400.000000, 28.735551
398.000000, 28.755892
396.000000, 28.833857
394.000000, 28.661620
392.000000, 28.715321
390.000000, 28.892653
388.000000, 28.609552
386.000000, 28.643340
384.000000, 28.742559
382.000000, 28.858048
380.000000, 28.752782
378.000000, 28.706738
376.000000, 28.041357
374.000000, 28.029236
372.000000, 27.951978
370.000000, 28.000090
368.000000, 27.508020
366.000000, 27.340795
364.000000, 27.232813
362.000000, 26.773406
360.000000, 26.475315
358.000000, 25.794834
356.000000, 25.117928
354.000000, 24.814829
352.000000, 24.404602
350.000000, 23.347337
348.000000, 22.436948
346.000000, 22.306464
344.000000, 21.260113
342.000000, 20.827873
340.000000, 20.278714
338.000000, 19.398476
336.000000, 18.835198
334.000000, 17.996612
332.000000, 17.345443
330.000000, 17.027214
328.000000, 16.654574
326.000000, 16.036246
324.000000, 15.833384
322.000000, 15.187855
320.000000, 17.497494
318.000000, 23.105814
316.000000, 22.527351
314.000000, 22.494745
312.000000, 22.839910
310.000000, 22.892178
308.000000, 22.433487
306.000000, 22.003908
304.000000, 21.860550
302.000000, 22.031201
300.000000, 22.256155
298.000000, 22.163442
296.000000, 22.034670
294.000000, 22.043278
292.000000, 22.080184
290.000000, 21.868822
288.000000, 21.955496
286.000000, 22.426600
284.000000, 22.379789
282.000000, 22.545700
280.000000, 22.495661
278.000000, 22.529926
276.000000, 22.978368
274.000000, 22.926752
272.000000, 23.196977
270.000000, 23.609235
268.000000, 23.500095
266.000000, 23.294189
264.000000, 23.696347
262.000000, 24.060454
260.000000, 24.159418
258.000000, 23.894374
256.000000, 24.081229
254.000000, 24.308202
252.000000, 24.649028
250.000000, 24.951060
