nm, %R
1000.000000, 88.493058
998.000000, 88.293785
996.000000, 88.716635
994.000000, 88.579344
992.000000, 88.629052
990.000000, 88.673357
988.000000, 88.742226
986.000000, 88.416273
984.000000, 88.500637
982.000000, 89.014894
980.000000, 88.459349
978.000000, 87.988111
976.000000, 88.278398
974.000000, 87.996341
972.000000, 88.775882
970.000000, 88.535680
968.000000, 88.700462
966.000000, 88.452025
964.000000, 88.475773
962.000000, 88.466396
960.000000, 88.215461
958.000000, 88.448901
956.000000, 88.536517
954.000000, 88.803692
952.000000, 88.977668
950.000000, 88.440533
948.000000, 88.361010
946.000000, 88.100850
944.000000, 88.690108
942.000000, 88.628704
940.000000, 88.600584
938.000000, 88.426610
936.000000, 88.162630
934.000000, 88.209449
932.000000, 88.353692
930.000000, 88.890129
928.000000, 88.706018
926.000000, 88.943641
924.000000, 87.867263
922.000000, 88.932590
920.000000, 89.156647
918.000000, 89.499219
916.000000, 88.351927
914.000000, 87.990324
912.000000, 88.133965
910.000000, 88.832493
908.000000, 88.537045
906.000000, 88.349210
904.000000, 89.346163
902.000000, 88.296945
900.000000, 87.953108
898.000000, 87.575164
896.000000, 87.514215
894.000000, 88.200977
892.000000, 87.018425
890.000000, 88.484113
888.000000, 88.053648
886.000000, 87.793513
884.000000, 87.332456
882.000000, 86.605537
880.000000, 87.210838
878.000000, 88.991478
876.000000, 89.676941
874.000000, 89.582905
872.000000, 88.784459
870.000000, 88.335781
868.000000, 87.950597
866.000000, 89.480121
864.000000, 88.737202
862.000000, 87.907261
860.000000, 87.853082
858.000000, 85.985785
856.000000, 88.349842
854.000000, 88.452771
852.000000, 88.222103
850.000000, 87.699762
848.000000, 89.832511
846.000000, 89.126432
844.000000, 93.909387
842.000000, 88.247181
840.000000, 88.565269
838.000000, 86.717391
836.000000, 86.646781
834.000000, 88.253228
832.000000, 86.190449
830.000000, 86.535081
828.000000, 88.934737
826.000000, 86.751164
824.000000, 85.397722
822.000000, 86.911978
820.000000, 86.811384
