nm, K-M
314.000000, 1.145963
312.000000, 1.168381
310.000000, 1.230358
308.000000, 1.263164
306.000000, 1.243361
304.000000, 1.270045
302.000000, 1.320073
300.000000, 1.297689
298.000000, 1.319835
296.000000, 1.328955
294.000000, 1.382991
292.000000, 1.423596
290.000000, 1.407650
288.000000, 1.452726
286.000000, 1.433558
284.000000, 1.429459
282.000000, 1.438899
280.000000, 1.431056
278.000000, 1.393085
276.000000, 1.381415
274.000000, 1.390892
272.000000, 1.384563
270.000000, 1.349994
268.000000, 1.320880
266.000000, 1.332732
264.000000, 1.329325
262.000000, 1.297304
260.000000, 1.287424
258.000000, 1.286674
256.000000, 1.287299
254.000000, 1.281869
252.000000, 1.249593
250.000000, 1.200699
